Gene,P-value
SERPINB6,1.750718698758512e-07
ARHGEF5,1.7553775271658322e-07
MYO9B,1.7747517586205314e-07
POU2F1,1.786146636288102e-07
PLEKHN1,1.7920879392065172e-07
SKI,1.7938717596575453e-07
TMOD3,1.7941928029988168e-07
TMEM87A,1.7964505813768705e-07
IVD,1.7983895445154725e-07
HERC3,1.806779544707502e-07
FAM229B,1.8127664441106021e-07
C1orf52,1.8165384468312118e-07
PTGER4,1.8166756443106e-07
CTNNBL1,1.8195856696287834e-07
ZNF518B,1.8249636202842202e-07
ITFG1,1.8381142072755897e-07
NUP37,1.8403129280370379e-07
PCMT1,1.844289578742639e-07
NEIL1,1.8457118597012653e-07
NLN,1.8546929011864607e-07
C3orf38,1.8614498995482725e-07
KDM3A,1.8705359739195136e-07
PRR11,1.892083661762163e-07
HPN,1.9006487569723136e-07
ZW10,1.9087059305939805e-07
MAP3K11,1.911641176666306e-07
KDM5B,1.9150504660276913e-07
JMJD4,1.9176017090325452e-07
ERI1,1.9218800833209155e-07
CHMP4B,1.9229915845232934e-07
FLNC,1.926674284106929e-07
TEAD3,1.9377671619174357e-07
GSR,1.943233820904197e-07
CNGA1,1.946995642771664e-07
EXOSC9,1.9592485052897127e-07
RASA4,1.9646398528322453e-07
VAMP2,1.9670224050579565e-07
DPP8,1.969645379942611e-07
PNKP,1.9698913699776554e-07
INO80B,1.9915518774872988e-07
TRIP13,1.9959138512189656e-07
AIG1,2.0002470205804695e-07
HIVEP1,2.0123949618924364e-07
TMSB10,2.0302379329113544e-07
ELAC2,2.0339547175787833e-07
EXOC7,2.0604599506418599e-07
KLHDC3,2.0851784931084243e-07
LSM5,2.0929261364376184e-07
PPP2R5B,2.0945665948234598e-07
UTP14C,2.0958781153899791e-07
ERVK3-1,2.0990926795999397e-07
OLA1,2.1069571931322234e-07
MUL1,2.108093695621746e-07
IL19,2.1223274404824725e-07
GLT8D2,2.1223274404824725e-07
ZBTB7B,2.1425621270054e-07
RBM15,2.1468738490785562e-07
ANKRD39,2.192092884021732e-07
DEDD2,2.1923210459079698e-07
PDCL,2.205644983961928e-07
ERCC3,2.210102429999516e-07
HES4,2.2176938263964158e-07
RPL39,2.2256012819644927e-07
LEF1,2.2265745480064096e-07
ARMCX2,2.2312696995108084e-07
SCGB3A1,2.2318724592014419e-07
RBM43,2.237753418141978e-07
QDPR,2.2467811787217415e-07
CTTNBP2NL,2.250107153609435e-07
OFD1,2.2833536879403613e-07
QRSL1,2.2962822785238704e-07
PRR14L,2.3008808978220996e-07
COL4A2,2.306147855277935e-07
PIP4K2A,2.3149606982205853e-07
RFK,2.3180583691379091e-07
SMIM3,2.3239113537234287e-07
TIGD3,2.3253199868475033e-07
DTX2,2.327218594001429e-07
EMG1,2.330272417494688e-07
CHERP,2.346707629012303e-07
CLN8,2.3551156058048226e-07
LMLN,2.3604681834146823e-07
ANKFY1,2.36129525567528e-07
RETNLB,2.372016608577461e-07
CAV2,2.3786095495157442e-07
SMYD5,2.390681453396032e-07
IFT81,2.392797806919861e-07
PIP4K2C,2.3947156954807557e-07
EMP1,2.4059308088680396e-07
IMPA1,2.4274148365074386e-07
NMRK1,2.4297567353295344e-07
GPC3,2.4417448715996706e-07
TUBGCP2,2.442634868006607e-07
ERAL1,2.445191854551377e-07
JRK,2.447244288650471e-07
RND3,2.455942367829379e-07
TXNL4B,2.466794181729038e-07
PHLDB3,2.470920956445887e-07
IFT57,2.4717701456094523e-07
LILRB4,2.474547854626912e-07
MLLT3,2.4770245660907285e-07
VDR,2.479356667475273e-07
TLR10,2.4828638586035786e-07
YAF2,2.486183007895885e-07
ZNF207,2.4863825165254856e-07
KCNK5,2.5024074242902e-07
ALKBH2,2.528174851309802e-07
BRD3,2.537452500775521e-07
HBA1,2.56162677340854e-07
ZMYM3,2.562992387246069e-07
NUP210,2.589048810251839e-07
HAUS6,2.6028646551771225e-07
TMPRSS3,2.609897417238275e-07
VEZF1,2.6334138533452457e-07
BNIP1,2.6501710278615393e-07
DDX47,2.663265603409154e-07
PRKRIP1,2.670430410259805e-07
STXBP5,2.6786750248771556e-07
PSTPIP1,2.7358477734905885e-07
APOBEC3F,2.7400837773250847e-07
GNAS,2.7928812801211124e-07
RALB,2.8236352190759984e-07
BCOR,2.8520225833011624e-07
SPTAN1,2.873720265890524e-07
NUMBL,2.898990482090004e-07
RNF13,2.9013174177909496e-07
PJA2,2.9067691256547075e-07
KLHL18,2.915617824126769e-07
HSD17B7,2.9222680537943674e-07
SYNE1,2.925875601016701e-07
UNC93B1,2.9541945581425056e-07
COA5,2.955159929112461e-07
ANKRD13C,2.965314482912515e-07
CASC3,2.969884883200564e-07
TBC1D7,2.980513908819612e-07
RPL13A,2.987449679124702e-07
SUPT6H,3.0000682418299815e-07
RING1,3.000680202338276e-07
LENG9,3.016229445211081e-07
ZNF121,3.0336248148594866e-07
METRNL,3.037534849294306e-07
CIR1,3.0414906926923794e-07
PHF14,3.043071301859976e-07
USP6NL,3.0586851295768486e-07
PIH1D1,3.0668976007295726e-07
RANBP17,3.1152301319500493e-07
FOXA3,3.133601301442882e-07
RLF,3.142101570096604e-07
BROX,3.152235182306085e-07
NSMAF,3.1525983587276773e-07
FBXL15,3.158067952173152e-07
ABI3,3.166213388237884e-07
RGS9,3.174432922885946e-07
B3GNT2,3.20670164335041e-07
R3HCC1L,3.208183380074924e-07
SLC25A19,3.217599546439472e-07
RASAL2,3.218256897624565e-07
PPM1B,3.227215911121066e-07
FUT11,3.24198498283214e-07
SH2D2A,3.24224156476987e-07
KTI12,3.250090367425027e-07
CKAP2,3.3533184302890726e-07
ZNF706,3.3634951673955766e-07
PPP6R2,3.366146512662901e-07
EPC1,3.3715173055248603e-07
NAAA,3.382367947749833e-07
LTN1,3.423644799745736e-07
SFXN5,3.434117003618905e-07
FASN,3.43431036324773e-07
GHRL,3.473057888802624e-07
PRMT1,3.5152513890093205e-07
CHD3,3.530789602279983e-07
SPIN2B,3.5457893636393125e-07
HSPA14,3.55755459066832e-07
ATP2C2,3.5713654255613773e-07
CTR9,3.578413032995222e-07
ADH6,3.5900257423255596e-07
ABCD4,3.594050959777561e-07
PEX7,3.6452220816875633e-07
MDN1,3.649612502400615e-07
PEX3,3.6506518484431093e-07
TMCO1,3.6548986986417374e-07
CCDC6,3.6751382439154875e-07
UNG,3.677365434280972e-07
ARHGAP9,3.7198248766239506e-07
DOCK5,3.753977645163791e-07
RNFT1,3.7702876991584465e-07
DEF8,3.7745380032828054e-07
KBTBD6,3.780841595292095e-07
TSC1,3.803700937598645e-07
BCL2L12,3.82840400678601e-07
MRPL34,3.832386262227664e-07
RAB3GAP1,3.8382148267999766e-07
HPGD,3.8514387183377257e-07
NOL7,3.852010585556839e-07
ZFAND2B,3.888027679420505e-07
IPO11,3.888571753049886e-07
TCHP,3.890866444603469e-07
HINT3,3.8939858677410795e-07
GNPTAB,3.9191154848670987e-07
KRT6B,3.9271628645487815e-07
CBFA2T3,3.965813060856085e-07
ZNF710,3.9891609615428425e-07
CLN5,3.994689523722805e-07
GMCL1,4.00181292363978e-07
RHBDD1,4.01489393433949e-07
SLC9B2,4.018717983766232e-07
PIK3CA,4.025733785664279e-07
USP37,4.032060779270787e-07
SNAPIN,4.0390605207993206e-07
ST6GAL1,4.0618457866817356e-07
CLIP2,4.093733648049473e-07
HAX1,4.108878875197017e-07
DBR1,4.136732522141622e-07
MFF,4.137601816494772e-07
RABL2B,4.1387886906648555e-07
ZNF282,4.139641228715747e-07
TMEM87B,4.151314834655253e-07
NOL6,4.2024300477008477e-07
TAF1A,4.233340291305479e-07
XPO5,4.2367340287204275e-07
ICE2,4.2649636638953326e-07
OTC,4.2671276749558126e-07
RPS13,4.335247022991001e-07
RNF43,4.3445162375737127e-07
POLR3GL,4.349608521810115e-07
SNAI1,4.3974362099000665e-07
RAD23A,4.400727231378701e-07
ARSG,4.525163513724124e-07
COQ10A,4.549321013559016e-07
B4GALT5,4.566090909406068e-07
RNF146,4.5731297623639414e-07
SNCAIP,4.612860222431448e-07
S100A7,4.612860222431448e-07
RGPD4,4.612860222431448e-07
CXCL5,4.612860222431448e-07
RWDD2B,4.725378598882833e-07
STX1A,4.7381795107707647e-07
ZFR,4.7406078843401253e-07
ATP8B2,4.752657393783557e-07
PRPF40B,4.767975877283032e-07
TAF6,4.789251957329877e-07
TRIM36,4.802513518612262e-07
RSRP1,4.803054483197791e-07
HMGCS1,4.876272585619189e-07
FASTKD3,4.892893309025922e-07
NDUFAF7,4.894156956693882e-07
RPL6,4.911069231851228e-07
SAMM50,4.95618000393871e-07
CYB5R4,4.998303713537677e-07
PACSIN2,4.99895924054109e-07
PUS1,5.000297885195001e-07
ECD,5.001088280554214e-07
SLC7A2,5.003467549581895e-07
LBR,5.01201692693739e-07
GDPD3,5.063182887214874e-07
IKBKB,5.095859304065174e-07
IRAK2,5.119749734398849e-07
MLH3,5.122509277507057e-07
SMPDL3B,5.137952840280157e-07
FAM149A,5.189772882249783e-07
CAPN12,5.197063703604254e-07
AP1M2,5.206810102375953e-07
BCAS4,5.22635200531866e-07
TMEM9B,5.231330389243598e-07
RGL3,5.241832619574283e-07
MYH10,5.263833844413039e-07
PNPT1,5.274892161262549e-07
S100A8,5.287137367092022e-07
CCK,5.316936410648246e-07
SPIRE2,5.322728905047295e-07
MAP3K9,5.329489510526623e-07
ABCB4,5.330733727460272e-07
RAP1A,5.335031861198171e-07
IL6,5.34502592648803e-07
TNFRSF17,5.346897365273252e-07
SERPING1,5.366533523617282e-07
NPRL3,5.376526733866374e-07
PSTPIP2,5.421007438040742e-07
KLF2,5.434314873847595e-07
CDK13,5.46883998176297e-07
CMTR1,5.490875208697449e-07
CPQ,5.493170169279968e-07
PSMB4,5.494628208801276e-07
POM121C,5.495212103388479e-07
CCNJ,5.503578800378823e-07
PIP5K1A,5.51189767111635e-07
RAD17,5.534140013602465e-07
SLC35E3,5.545054007427348e-07
SNIP1,5.569980732455139e-07
TMEM185B,5.651760294250358e-07
RNF38,5.662571501792517e-07
RCAN3,5.685254118473779e-07
ARID1A,5.687832351006352e-07
THRA,5.710232584425542e-07
ACD,5.7427578676767e-07
COMMD7,5.763371236887266e-07
ACOT4,5.840406574081062e-07
PDRG1,5.852504732705173e-07
NPTN,5.864119346484938e-07
HMGCL,5.879160975058668e-07
DUSP1,5.902777156094177e-07
LRP11,5.91007329452288e-07
ATP7A,5.942025432809595e-07
CLUAP1,5.942160089699691e-07
PAXIP1,5.982366832168366e-07
KCNMA1,5.983924484875776e-07
CREB3L4,6.004237765705094e-07
NIT2,6.029172417524023e-07
PLEK,6.032455920231136e-07
C1D,6.037601054789718e-07
RUFY3,6.062390448853797e-07
CENPN,6.099405087878067e-07
PPP1R9B,6.121578791778474e-07
LMOD3,6.131489880973404e-07
DDX46,6.136711787133157e-07
ARPC4,6.142558329388747e-07
PEX10,6.147992474197311e-07
URB2,6.166899487260419e-07
GPALPP1,6.180798507739189e-07
TRMT2A,6.192122606674095e-07
UFC1,6.195638219036255e-07
ZNF75A,6.203355384161877e-07
BRMS1L,6.205495600551016e-07
AKAP5,6.216711125293817e-07
CES3,6.221465141429415e-07
DSTYK,6.224236749999607e-07
MAP1S,6.287036922895671e-07
GRK6,6.290568530006942e-07
GALNT8,6.301908858426684e-07
MBD1,6.327145535979216e-07
KAT2B,6.341161937891846e-07
MKI67,6.354621830424846e-07
ZNF276,6.383999245200897e-07
ALG3,6.392105989852155e-07
PCSK5,6.48220487969138e-07
ZBED5,6.489290969571087e-07
TTC27,6.520957331901296e-07
NUP35,6.530426072271468e-07
AEN,6.551675468213836e-07
CCDC59,6.555559079151502e-07
TSPAN31,6.577841679290519e-07
TCF12,6.633718483597012e-07
CCDC66,6.66874327247393e-07
BIRC5,6.672262262793483e-07
NEDD1,6.692451938676965e-07
COL17A1,6.783984081138898e-07
CNOT6,6.789990830593003e-07
RAB14,6.810113771274496e-07
DMXL1,6.813993710343566e-07
ARMCX5,6.845945943136606e-07
FAM131A,6.859846504277735e-07
RAPGEFL1,6.861808450627095e-07
SEZ6L2,6.880860005299813e-07
TLE2,6.92171595090472e-07
EXOC8,6.944896060871366e-07
HOMEZ,6.955661403921656e-07
FTL,6.999668743453526e-07
TFE3,7.015861900970398e-07
CCR5,7.028257821048399e-07
STARD7,7.033350819243559e-07
PLRG1,7.076398994022372e-07
NEDD9,7.080763988792925e-07
RPL26L1,7.139988916177469e-07
BCL9,7.144283606512295e-07
CGNL1,7.149039617445216e-07
PRCC,7.222603695518927e-07
CD247,7.232414848414797e-07
RBM39,7.254211238279595e-07
DDX56,7.299083951310933e-07
RUVBL2,7.304020809973082e-07
POLR2B,7.308190351357372e-07
APPL2,7.316303364659318e-07
ARMC1,7.319356194733318e-07
SNX7,7.380569953951926e-07
UBE2E2,7.397236018163158e-07
MYBBP1A,7.421375293129835e-07
HCFC1,7.481799449489978e-07
OCEL1,7.489900800063717e-07
COG3,7.548829633290629e-07
FLYWCH1,7.571074328299359e-07
MYNN,7.583880481100036e-07
RCN3,7.594148491902574e-07
VCPIP1,7.614968750373096e-07
PAN3,7.745909107531745e-07
REV3L,7.764676912658303e-07
GSTA4,7.772662153049513e-07
RBM24,7.78283889864879e-07
MRPS11,7.799191962835563e-07
BCL6,7.827020683533171e-07
SLCO3A1,7.83053628305473e-07
HERC1,7.845281519535647e-07
FLRT3,7.930696951611381e-07
TRIM58,7.96745867052557e-07
GCAT,7.973991956824472e-07
MAEA,8.054034756310994e-07
TRMT13,8.083025186502675e-07
AP3M2,8.111852511471227e-07
RRM2,8.129723546986934e-07
MRPL52,8.13336215875159e-07
MFGE8,8.139006870416253e-07
WDR45,8.232301036494947e-07
TNFSF15,8.284746741818727e-07
GM2A,8.28690883313894e-07
EFHC1,8.298614250022251e-07
NKIRAS1,8.322981795994492e-07
PIAS3,8.384576880285239e-07
BIVM,8.436241816947914e-07
FAM174B,8.439775111343757e-07
PPP2R3A,8.481777929454808e-07
PDE12,8.655255744692303e-07
HNRNPA3,8.682099604980717e-07
HDAC4,8.696971278284721e-07
ZNF408,8.78353335535443e-07
GNAI3,8.794529228907909e-07
DCTN4,8.80022438962225e-07
BRD9,8.861761472871594e-07
CEP55,8.872196703367232e-07
ASCC1,8.920623213051212e-07
SDC1,8.939183906472521e-07
ST3GAL5,8.965298722562894e-07
SNRPA,8.996562349211915e-07
CEP78,8.999360817850942e-07
ASB2,9.027315359817988e-07
AIFM1,9.034152524420681e-07
KPTN,9.067694739315957e-07
SEMA4F,9.139515354467829e-07
SLC39A10,9.170657599572906e-07
DOCK9,9.216703388730881e-07
NIPSNAP1,9.257692364686819e-07
SLC18A1,9.2738305978365e-07
PRKAR2A,9.303775256952493e-07
FOXO3,9.36105425394878e-07
PTMA,9.364915450259479e-07
FOXM1,9.399652991550345e-07
FBXO30,9.411187932023693e-07
CDK10,9.479757979526921e-07
ZFAND5,9.558368369058916e-07
PHC3,9.601431512927425e-07
SYNJ2,9.616294213244557e-07
SLC13A2,9.628392523123582e-07
RP2,9.68887480259508e-07
MTA3,9.68914428900583e-07
TOR1B,9.69371897448988e-07
RTKN2,9.702587322974588e-07
EIF4E2,9.746649308389745e-07
USP9Y,9.771821167517086e-07
LRCH1,9.782250136209143e-07
CENPE,9.841138493986706e-07
PLAUR,9.865215300208867e-07
LIPT2,9.884486232909156e-07
TCEA2,9.922291852791794e-07
TIMM23B,9.969129767010917e-07
ALMS1,1.0026461849204876e-06
DOC2B,1.003912796053965e-06
SLC25A38,1.0045503439043117e-06
CST7,1.0064116913926127e-06
P2RY10,1.0112420750526124e-06
GABARAPL2,1.0200108724188995e-06
ARID2,1.0216738522459558e-06
GFI1,1.0288374951542807e-06
TOP2A,1.035860491372913e-06
RBP4,1.0361432467851988e-06
FGFBP1,1.0422801939579172e-06
NF1,1.0429356378292433e-06
PUS7,1.0460829024127073e-06
USP53,1.052814793963907e-06
METTL17,1.0578084280923418e-06
GTPBP2,1.0591446360581334e-06
SIN3A,1.0592294981229867e-06
EOGT,1.066695217973519e-06
LAMTOR2,1.079656725298201e-06
SAT2,1.082354983590077e-06
ST7,1.0827812795994634e-06
NTRK2,1.0836738402962274e-06
CCNB1IP1,1.0887748272396935e-06
UBASH3B,1.0976392122993347e-06
MAP1LC3B,1.1014662749547014e-06
RNF187,1.1070907447264655e-06
LRRK2,1.1307721611991673e-06
PLA2G7,1.1335841262474345e-06
FAM120A,1.1342248721291222e-06
ZBTB7A,1.1349753604921186e-06
ZNF609,1.1376595720131443e-06
MAPK11,1.1470331039233727e-06
HMGA1,1.1514022231773719e-06
FUNDC2,1.1534035596289452e-06
CCPG1,1.1616732123451264e-06
RNF170,1.1619654978950154e-06
SLITRK5,1.1655053062777403e-06
ARHGEF2,1.1688533977006317e-06
PLEKHM1,1.169228463384005e-06
VPS36,1.1700329624783425e-06
GLG1,1.1709370709576115e-06
RASSF7,1.173121799330154e-06
NUDT19,1.1746846327318817e-06
CLIP4,1.1776320698482066e-06
PEX2,1.1850968745281333e-06
TNFSF9,1.1880520749854668e-06
EPB41L4A,1.1957778748965156e-06
CHAD,1.2014339564645971e-06
SRF,1.2035129140081654e-06
SLC1A1,1.2068179893440794e-06
PHYHD1,1.212056991317582e-06
FIG4,1.2155540960833446e-06
OGFOD3,1.237151450022587e-06
PECAM1,1.238856323756883e-06
TPCN1,1.2400894732471107e-06
LCP2,1.2413284466043442e-06
POLG,1.250056107417533e-06
NAA16,1.255819381032639e-06
MTPAP,1.2587136587323924e-06
DNAH14,1.2695440627894106e-06
CCNO,1.2753773872410075e-06
B4GALT6,1.2775521530427426e-06
SMYD3,1.281519038031654e-06
CEP68,1.2826307703999806e-06
FUT3,1.2843459795943308e-06
ZNF561,1.2909492870474613e-06
PPFIBP1,1.2911411218763754e-06
BCAS3,1.2978543876245686e-06
XRCC1,1.3138188082594401e-06
NBAS,1.3179419646513839e-06
PMF1,1.3216605094394102e-06
WSB2,1.327793733452241e-06
ARVCF,1.3312289064121898e-06
MRPL39,1.3363298019001178e-06
TRIM44,1.3472157908550445e-06
MAN2A2,1.353555559695676e-06
ZNF697,1.3641435617649905e-06
GTF2E1,1.3824774137590252e-06
MTMR1,1.3899970611113275e-06
RINT1,1.396942974674611e-06
PLXND1,1.3983070120646225e-06
PDXK,1.3988122886852138e-06
IRF9,1.3991162750749014e-06
PLCG2,1.40420694247033e-06
IRF5,1.4055808349585322e-06
ACTRT3,1.4060413903840216e-06
NAT10,1.4079311420892777e-06
WDR4,1.40809404947077e-06
ZNF621,1.4132006383957654e-06
TAF10,1.414021865828248e-06
CWF19L1,1.4206675982456866e-06
PCID2,1.422596203091808e-06
TTC17,1.4265666586775527e-06
GNB1L,1.4266711937106872e-06
U2AF1L4,1.4340406408802966e-06
YEATS2,1.441748604607093e-06
STRN,1.4445593465363546e-06
IDH3A,1.445158469330523e-06
BTBD3,1.4455647273625572e-06
CREB3L3,1.4529344323179595e-06
NKAP,1.4555967606814041e-06
ZNF740,1.4597928147433866e-06
RAE1,1.4601224677246495e-06
BLZF1,1.474028413826386e-06
C1orf216,1.4784749638051527e-06
MKRN2,1.4834658655202862e-06
KIF21B,1.4847312058323869e-06
KIAA0753,1.4895089322223939e-06
MFSD1,1.5042458363733365e-06
ARHGEF6,1.5051726545961466e-06
SF3A1,1.5071272569806769e-06
SMIM11,1.51302989101804e-06
IGSF22,1.5205242278115956e-06
TTC5,1.5349947739178306e-06
ALDH1L1,1.5792585691370368e-06
SDHAF1,1.5853585426928838e-06
SLFN12,1.5868593172178576e-06
RAB10,1.6128706657905998e-06
SPATA6,1.6205445787700215e-06
EFTUD2,1.620728378805093e-06
BAIAP2L2,1.6362009212098577e-06
ACAP3,1.6395877336265895e-06
CLASP2,1.642924227269047e-06
ZNF511,1.6458228007905027e-06
SLC31A1,1.6473224690259943e-06
TFAP4,1.6478706500466071e-06
LMBR1L,1.652152726583519e-06
MTOR,1.655952591561803e-06
RPAP2,1.6696907003331046e-06
PCCB,1.670286701969858e-06
MSL1,1.6710270436338846e-06
TBC1D2,1.6727440806229871e-06
CCDC126,1.6731001958222239e-06
SDHA,1.674720724469841e-06
MPHOSPH6,1.6768290801441256e-06
IFIT2,1.6789228712804359e-06
C1RL,1.6837199611505226e-06
CLPP,1.6976153179989926e-06
LGR4,1.7065884807226472e-06
ZNF143,1.718283483839197e-06
PLEKHA5,1.7225436140072375e-06
TTN,1.723065130473877e-06
NUP188,1.7387416117708665e-06
DNAJC9,1.7402833934877452e-06
LMAN2,1.7487860781677998e-06
AAMDC,1.753650145540939e-06
PKN2,1.7614466605203229e-06
FEN1,1.7629290936689374e-06
RSPH1,1.7781861848412198e-06
DDX23,1.8012026334353283e-06
VPS8,1.8015741540208693e-06
RITA1,1.8135795212311884e-06
RUNDC3B,1.8145494673499387e-06
PRPF19,1.8193393283062132e-06
VPS4B,1.820713197009616e-06
VAMP4,1.8260638930709036e-06
ARL13B,1.8318907617973397e-06
HSD17B12,1.8374053986228882e-06
PIGN,1.8382240850430558e-06
SLC11A2,1.8635666635836586e-06
USP31,1.8692342464819374e-06
DUSP23,1.8807808082915588e-06
TRMT61B,1.898692585393943e-06
USP22,1.902449428749478e-06
CCNL1,1.9126505115335385e-06
DBP,1.918608801978508e-06
ENOSF1,1.942818343521167e-06
PSD4,1.946449777175727e-06
DRG1,1.962135376374497e-06
FCGR2B,1.9621674241315925e-06
TMEM63C,1.971638977288466e-06
MOK,1.9747479371347994e-06
MED4,1.9759928988888667e-06
SMTN,1.978152038047827e-06
KCNQ1,1.9816970519672214e-06
TGFA,1.9872676340742447e-06
SYTL5,2.0041833949942218e-06
TBL3,2.0279222806980784e-06
CYTH3,2.0321408109055354e-06
SRP14,2.043724256885168e-06
TFDP1,2.049364870391043e-06
MAP3K2,2.0554370175912563e-06
MXRA7,2.0646908146168063e-06
TMEM18,2.066296027652689e-06
TATDN1,2.069516073884831e-06
KBTBD8,2.0754324112693874e-06
DAPK2,2.07584618692206e-06
NPIPB4,2.076177466367419e-06
PARP10,2.0869558671842214e-06
HSPBAP1,2.1012239031336274e-06
MEX3D,2.118493858879689e-06
EPB42,2.124997571132547e-06
ZBTB41,2.141794634596698e-06
CLCN7,2.142769383227975e-06
MAPRE3,2.1521811727360973e-06
TESPA1,2.1525324043745312e-06
HS3ST3B1,2.156750572567736e-06
SEC61A2,2.1690992041817476e-06
LOX,2.1881117593669434e-06
CYTH4,2.190087483405769e-06
GEMIN4,2.1990508965289014e-06
PHKA1,2.199271426650418e-06
ZNF394,2.2025821807256748e-06
SLFN11,2.2033428819855543e-06
RPL39L,2.204557942032644e-06
ADAP2,2.2083085359472694e-06
DYNC1I2,2.2102083973569434e-06
SP3,2.215991886834609e-06
SLC6A8,2.2215118051221546e-06
ITFG2,2.2219845246263904e-06
ZNF507,2.230762609664719e-06
CHML,2.234195093691503e-06
C17orf107,2.2421421528607224e-06
MEA1,2.2714242635916318e-06
TRIB1,2.2850611528149817e-06
NKX3-1,2.297176622273651e-06
ADO,2.2977858277367355e-06
ARPC1A,2.313812816152359e-06
GIMAP6,2.327773449694273e-06
SLC25A45,2.340469267709483e-06
HMGXB3,2.3483951122195195e-06
TNF,2.3614870675350605e-06
NFIX,2.36246834651392e-06
FBXO45,2.369349555112337e-06
BCL7A,2.385444839429878e-06
TTC8,2.3898802436378253e-06
PROSER1,2.390630699897176e-06
KIF21A,2.3996779048018954e-06
SRA1,2.403176810527661e-06
CXCL9,2.4150314341628155e-06
ACTR10,2.423610152029243e-06
TPRA1,2.4330298835494664e-06
ZNF330,2.434098038264381e-06
HPS1,2.4420719374824247e-06
TMEM203,2.448374687327056e-06
CEP170,2.4566776080428076e-06
CCRL2,2.460432371701865e-06
HINT1,2.4771715198014265e-06
CCNY,2.486961560153259e-06
SPG7,2.496872407748069e-06
GRHL3,2.5015849774354333e-06
HTRA1,2.503250124555648e-06
TBC1D8B,2.5235384692757136e-06
CD180,2.53003761625083e-06
UBE2M,2.5561770329080806e-06
CEP63,2.5758296526725602e-06
TRAK1,2.576830071299708e-06
ZBTB44,2.5917875916007457e-06
SIMC1,2.613324026218322e-06
TRMT11,2.6170628541082106e-06
PORCN,2.6180048264375473e-06
CDCA5,2.6190022289390515e-06
TTI2,2.6212060566391405e-06
TMEM260,2.6315191903659196e-06
PXDC1,2.6376834521841122e-06
SPOPL,2.6667245642628673e-06
BEST2,2.6762706138301775e-06
AKAP11,2.678967788694157e-06
RBBP6,2.682338952246134e-06
PRDX3,2.68300911712174e-06
TP53BP1,2.6895076037826533e-06
HS3ST6,2.6959243518958227e-06
MTMR12,2.6970114596148027e-06
ZNF831,2.7096569970258928e-06
GNPTG,2.730109855253616e-06
TAF1C,2.7337943541492993e-06
PDPK1,2.748633534339804e-06
NCKAP5L,2.7628334091395326e-06
LHFPL2,2.7867908527202753e-06
